param,mean,median,0.950_CI_LB,0.950_CI_UB
alpha_loc_5563_pop_0,-0.000768,-0.000269,-0.063231,0.058736
alpha_loc_5564_pop_0,-0.000064,0.000096,-0.063155,0.062567
alpha_loc_5565_pop_0,-0.000625,-0.000436,-0.063598,0.061278
alpha_loc_5566_pop_0,0.000380,0.000242,-0.061280,0.062728
alpha_loc_5567_pop_0,-0.000674,-0.000372,-0.063919,0.059570
alpha_loc_5568_pop_0,-0.000554,-0.000577,-0.064263,0.062221
alpha_loc_5569_pop_0,-0.000309,-0.000409,-0.061084,0.060401
alpha_loc_5570_pop_0,0.000275,0.000225,-0.061675,0.061765
alpha_loc_5571_pop_0,-0.000421,-0.000183,-0.059414,0.059078
alpha_loc_5572_pop_0,0.000789,0.000156,-0.059223,0.063434
alpha_loc_5573_pop_0,-0.003765,-0.003297,-0.066236,0.055342
alpha_loc_5574_pop_0,-0.000009,-0.000179,-0.061898,0.061090
alpha_loc_5575_pop_0,-0.001055,-0.001127,-0.062630,0.059378
alpha_loc_5576_pop_0,-0.001053,-0.000844,-0.062959,0.060264
alpha_loc_5577_pop_0,0.000013,-0.000211,-0.061289,0.061689
alpha_loc_5578_pop_0,0.000173,0.000071,-0.062330,0.062248
alpha_loc_5579_pop_0,0.001559,0.001518,-0.059918,0.061868
alpha_loc_5580_pop_0,0.000124,0.000092,-0.063465,0.062570
alpha_loc_5581_pop_0,-0.000015,0.000165,-0.063287,0.061069
alpha_loc_5582_pop_0,0.000550,0.000597,-0.060871,0.063108
alpha_loc_5583_pop_0,0.000842,0.000537,-0.060007,0.061990
alpha_loc_5584_pop_0,-0.000122,-0.000013,-0.061372,0.058849
alpha_loc_5585_pop_0,0.001232,0.000919,-0.059583,0.063074
alpha_loc_5586_pop_0,0.000425,0.000198,-0.061914,0.061286
alpha_loc_5587_pop_0,0.000102,0.000177,-0.062155,0.063231
alpha_loc_5588_pop_0,0.001263,0.000925,-0.059565,0.062193
alpha_loc_5589_pop_0,0.000482,0.000687,-0.061749,0.060365
alpha_loc_5590_pop_0,0.000915,0.000334,-0.060339,0.063972
alpha_loc_5591_pop_0,0.000372,-0.000114,-0.061116,0.060583
alpha_loc_5592_pop_0,0.000036,0.000190,-0.060059,0.061157
alpha_loc_5593_pop_0,-0.000778,-0.000980,-0.062908,0.060494
alpha_loc_5594_pop_0,-0.000197,-0.000264,-0.062393,0.061325
alpha_loc_5595_pop_0,0.000541,0.000646,-0.059963,0.062735
alpha_loc_5596_pop_0,-0.000049,-0.000393,-0.060137,0.062518
alpha_loc_5597_pop_0,-0.001006,-0.000625,-0.063463,0.061300
alpha_loc_5598_pop_0,0.000006,-0.000195,-0.061826,0.060316
alpha_loc_5599_pop_0,0.000021,-0.000087,-0.062682,0.064741
alpha_loc_5600_pop_0,0.000509,0.000102,-0.060928,0.064019
alpha_loc_5601_pop_0,-0.000537,-0.000605,-0.061308,0.059787
alpha_loc_5602_pop_0,0.000558,0.000380,-0.060205,0.062102
alpha_loc_5603_pop_0,-0.000631,-0.000326,-0.061695,0.059034
alpha_loc_5604_pop_0,0.001287,0.000883,-0.059149,0.064105
alpha_loc_5605_pop_0,0.000560,0.000570,-0.060189,0.061327
alpha_loc_5606_pop_0,0.001029,0.000547,-0.061383,0.064301
alpha_loc_5607_pop_0,0.000471,0.000543,-0.060633,0.061795
alpha_loc_5608_pop_0,-0.000706,-0.000590,-0.062577,0.060679
alpha_loc_5609_pop_0,-0.000552,-0.000533,-0.063681,0.061676
alpha_loc_5610_pop_0,0.000369,0.000198,-0.062712,0.061840
alpha_loc_5611_pop_0,0.001107,0.001102,-0.060359,0.064123
alpha_loc_5612_pop_0,-0.000252,-0.000366,-0.061198,0.061647
alpha_loc_5613_pop_0,-0.000108,0.000245,-0.061351,0.061107
alpha_loc_5614_pop_0,0.000219,0.000142,-0.059863,0.061274
alpha_loc_5615_pop_0,-0.000992,-0.000831,-0.060896,0.059205
alpha_loc_5616_pop_0,-0.000765,-0.000582,-0.060411,0.058185
alpha_loc_5617_pop_0,0.001794,0.001468,-0.059198,0.064384
alpha_loc_5618_pop_0,-0.000957,-0.000717,-0.062803,0.061354
alpha_loc_5619_pop_0,0.001302,0.001485,-0.059781,0.064028
alpha_loc_5620_pop_0,-0.000222,-0.000308,-0.060425,0.061008
alpha_loc_5621_pop_0,-0.000425,-0.000224,-0.061571,0.061862
alpha_loc_5622_pop_0,0.000224,0.000196,-0.061273,0.061543
alpha_loc_5623_pop_0,-0.001275,-0.001084,-0.062985,0.058737
alpha_loc_5624_pop_0,-0.000001,-0.000236,-0.062002,0.062447
alpha_loc_5625_pop_0,-0.001070,-0.001048,-0.063310,0.060744
alpha_loc_5626_pop_0,-0.000577,-0.000428,-0.063815,0.062531
alpha_loc_5627_pop_0,-0.000240,-0.000477,-0.062313,0.060582
alpha_loc_5628_pop_0,-0.000724,-0.000944,-0.062777,0.061215
alpha_loc_5629_pop_0,0.001171,0.001256,-0.058991,0.064130
alpha_loc_5630_pop_0,0.000295,0.000470,-0.062818,0.062391
alpha_loc_5631_pop_0,-0.000925,-0.001273,-0.063213,0.061805
alpha_loc_5632_pop_0,-0.001194,-0.001041,-0.063301,0.059818
alpha_loc_5633_pop_0,0.000103,0.000431,-0.061327,0.061621
alpha_loc_5634_pop_0,-0.000811,-0.000262,-0.062556,0.058082
alpha_loc_5635_pop_0,0.000103,-0.000226,-0.060936,0.062602
alpha_loc_5636_pop_0,0.000432,0.000348,-0.059451,0.061741
alpha_loc_5637_pop_0,-0.000267,-0.000261,-0.060452,0.060690
alpha_loc_5638_pop_0,0.000700,0.000586,-0.060120,0.062260
alpha_loc_5639_pop_0,-0.000384,-0.000592,-0.061731,0.060358
alpha_loc_5640_pop_0,0.001947,0.001207,-0.057889,0.064002
alpha_loc_5641_pop_0,-0.002880,-0.002816,-0.065265,0.057813
alpha_loc_5642_pop_0,-0.000041,0.000043,-0.061893,0.061464
alpha_loc_5643_pop_0,-0.001353,-0.001005,-0.061888,0.058978
alpha_loc_5644_pop_0,-0.000341,-0.000375,-0.062661,0.062492
alpha_loc_5645_pop_0,-0.000582,-0.000347,-0.063373,0.061098
alpha_loc_5646_pop_0,-0.000087,-0.000040,-0.062167,0.062482
alpha_loc_5647_pop_0,0.000220,0.000268,-0.060941,0.060939
alpha_loc_5648_pop_0,0.000349,0.000329,-0.060581,0.063425
alpha_loc_5649_pop_0,-0.000242,-0.000389,-0.060098,0.061232
alpha_loc_5650_pop_0,-0.000133,-0.000232,-0.061847,0.063203
alpha_loc_5651_pop_0,0.002488,0.002358,-0.059548,0.065463
alpha_loc_5652_pop_0,0.000535,0.000236,-0.059978,0.063801
alpha_loc_5653_pop_0,0.000568,0.000525,-0.059668,0.061620
alpha_loc_5654_pop_0,-0.000042,-0.000156,-0.059348,0.060718
alpha_loc_5655_pop_0,0.000492,0.000788,-0.061203,0.060853
alpha_loc_5656_pop_0,0.001608,0.001177,-0.059146,0.065470
alpha_loc_5657_pop_0,0.000571,0.000147,-0.060497,0.062940
alpha_loc_5658_pop_0,-0.000166,0.000265,-0.064787,0.060722
alpha_loc_5659_pop_0,0.000158,0.000049,-0.061601,0.062327
alpha_loc_5660_pop_0,-0.002369,-0.002432,-0.065022,0.058990
alpha_loc_5661_pop_0,-0.001236,-0.000733,-0.064043,0.059991
alpha_loc_5662_pop_0,0.001247,0.001183,-0.059000,0.062839
alpha_loc_5663_pop_0,0.002835,0.002075,-0.057854,0.065624
alpha_loc_5664_pop_0,-0.001735,-0.001849,-0.064360,0.058836
alpha_loc_5665_pop_0,-0.000656,-0.000684,-0.061889,0.060588
alpha_loc_5666_pop_0,0.000228,0.000035,-0.060475,0.062661
alpha_loc_5667_pop_0,0.000528,0.000528,-0.060177,0.061110
alpha_loc_5668_pop_0,0.000019,0.000134,-0.062351,0.062567
alpha_loc_5669_pop_0,-0.000355,-0.000548,-0.062741,0.060417
alpha_loc_5670_pop_0,0.002758,0.002169,-0.058641,0.065694
alpha_loc_5671_pop_0,-0.002542,-0.002553,-0.066280,0.058671
alpha_loc_5672_pop_0,-0.003859,-0.003297,-0.067434,0.055409
alpha_loc_5673_pop_0,-0.000116,0.000063,-0.061994,0.060796
alpha_loc_5674_pop_0,-0.000451,-0.000782,-0.061106,0.063013
alpha_loc_5675_pop_0,0.000544,0.000478,-0.060262,0.061465
alpha_loc_5676_pop_0,-0.000507,-0.000499,-0.061081,0.059637
alpha_loc_5677_pop_0,0.000169,-0.000035,-0.061264,0.061257
alpha_loc_5678_pop_0,0.000966,0.000751,-0.059383,0.063261
alpha_loc_5679_pop_0,0.000557,0.000396,-0.060085,0.061711
alpha_loc_5680_pop_0,0.000632,0.000633,-0.061343,0.062718
alpha_loc_5681_pop_0,-0.001816,-0.001630,-0.062727,0.059410
alpha_loc_5682_pop_0,-0.000167,-0.000203,-0.059910,0.062626
alpha_loc_5683_pop_0,0.000351,0.000634,-0.061234,0.061432
alpha_loc_5684_pop_0,-0.001241,-0.000569,-0.064358,0.060082
alpha_loc_5685_pop_0,0.000155,0.000383,-0.063612,0.062798
alpha_loc_5686_pop_0,-0.000588,-0.000881,-0.062140,0.060556
alpha_loc_5687_pop_0,0.000875,0.000593,-0.059651,0.063169
alpha_loc_5688_pop_0,-0.000092,0.000509,-0.062862,0.061979
alpha_loc_5689_pop_0,-0.000511,-0.000098,-0.064320,0.062105
alpha_loc_5690_pop_0,0.000544,0.000400,-0.061876,0.064464
alpha_loc_5691_pop_0,-0.000151,-0.000032,-0.061435,0.061460
alpha_loc_5692_pop_0,0.001008,0.000982,-0.059471,0.063380
alpha_loc_5693_pop_0,0.001037,0.001050,-0.059127,0.062339
alpha_loc_5694_pop_0,-0.001701,-0.001508,-0.063763,0.057176
alpha_loc_5695_pop_0,-0.000201,-0.000270,-0.062025,0.062496
alpha_loc_5696_pop_0,-0.000429,-0.000489,-0.062351,0.059939
alpha_loc_5697_pop_0,0.000431,0.001004,-0.062531,0.060871
alpha_loc_5698_pop_0,-0.000739,-0.000818,-0.064160,0.062083
alpha_loc_5699_pop_0,-0.000308,-0.000636,-0.060701,0.060630
alpha_loc_5700_pop_0,-0.000423,-0.000431,-0.062208,0.060892
alpha_loc_5701_pop_0,0.000383,0.000263,-0.060477,0.062734
alpha_loc_5702_pop_0,-0.001211,-0.000832,-0.064214,0.060706
alpha_loc_5703_pop_0,-0.001032,-0.001026,-0.063452,0.061131
alpha_loc_5704_pop_0,0.000744,0.000512,-0.059743,0.063110
alpha_loc_5705_pop_0,-0.000101,-0.000312,-0.062173,0.062425
alpha_loc_5706_pop_0,-0.000596,-0.000225,-0.062515,0.059629
alpha_loc_5707_pop_0,0.000493,0.000933,-0.061962,0.062285
alpha_loc_5708_pop_0,0.000334,0.000224,-0.062430,0.061864
alpha_loc_5709_pop_0,0.000083,0.000568,-0.060492,0.057717
alpha_loc_5710_pop_0,-0.000181,-0.000208,-0.061967,0.061050
alpha_loc_5711_pop_0,-0.000391,-0.000453,-0.062355,0.060787
alpha_loc_5712_pop_0,-0.000565,-0.000680,-0.063174,0.060691
alpha_loc_5713_pop_0,-0.000017,-0.000257,-0.062030,0.063661
alpha_loc_5714_pop_0,-0.000047,-0.000448,-0.061646,0.062485
alpha_loc_5715_pop_0,-0.001930,-0.002074,-0.062147,0.058374
alpha_loc_5716_pop_0,-0.001079,-0.001190,-0.061571,0.060938
alpha_loc_5717_pop_0,0.000009,-0.000025,-0.062068,0.062840
alpha_loc_5718_pop_0,0.001878,0.001822,-0.060132,0.063723
alpha_loc_5719_pop_0,0.000410,0.000426,-0.060474,0.062304
alpha_loc_5720_pop_0,0.000066,-0.000315,-0.061734,0.062195
alpha_loc_5721_pop_0,0.005081,0.004576,-0.055247,0.069236
alpha_loc_5722_pop_0,0.000645,0.000650,-0.059732,0.062544
alpha_loc_5723_pop_0,-0.000854,-0.001178,-0.062488,0.062732
alpha_loc_5724_pop_0,0.002995,0.002332,-0.056905,0.066082
alpha_loc_5725_pop_0,0.000492,0.000412,-0.060318,0.061805
alpha_loc_5726_pop_0,0.002287,0.002179,-0.058835,0.064745
alpha_loc_5727_pop_0,-0.000038,-0.000095,-0.063228,0.062222
alpha_loc_5728_pop_0,0.001407,0.001238,-0.059543,0.063586
alpha_loc_5729_pop_0,-0.000396,-0.000334,-0.062499,0.062336
alpha_loc_5730_pop_0,-0.000793,-0.000582,-0.061315,0.060908
alpha_loc_5731_pop_0,0.000945,0.000701,-0.058765,0.062403
alpha_loc_5732_pop_0,0.000423,0.000347,-0.060820,0.062618
alpha_loc_5733_pop_0,0.000590,0.000456,-0.058613,0.059732
alpha_loc_5734_pop_0,-0.000558,-0.000725,-0.062973,0.062977
alpha_loc_5735_pop_0,0.000540,0.000549,-0.060875,0.062181
alpha_loc_5736_pop_0,-0.000564,-0.000713,-0.061913,0.062053
alpha_loc_5737_pop_0,-0.000538,-0.000536,-0.061181,0.059850
alpha_loc_5738_pop_0,-0.003142,-0.002703,-0.064420,0.054253
alpha_loc_5739_pop_0,-0.000631,-0.000226,-0.064023,0.059438
alpha_loc_5740_pop_0,-0.000709,-0.001040,-0.062585,0.060643
alpha_loc_5741_pop_0,0.000228,-0.000029,-0.060835,0.061901
alpha_loc_5742_pop_0,-0.000498,-0.000374,-0.063199,0.059968
alpha_loc_5743_pop_0,0.000439,0.000394,-0.061367,0.061429
alpha_loc_5744_pop_0,0.001011,0.001008,-0.060452,0.060910
alpha_loc_5745_pop_0,-0.000567,-0.000822,-0.062212,0.060975
alpha_loc_5746_pop_0,0.006138,0.005096,-0.053109,0.070969
alpha_loc_5747_pop_0,-0.002517,-0.002376,-0.065196,0.056075
alpha_loc_5748_pop_0,-0.000310,-0.000160,-0.062257,0.061311
alpha_loc_5749_pop_0,-0.002403,-0.001662,-0.065811,0.056884
alpha_loc_5750_pop_0,-0.000056,0.000147,-0.062124,0.059992
alpha_loc_5751_pop_0,0.001286,0.000760,-0.058224,0.061763
alpha_loc_5752_pop_0,0.001526,0.001110,-0.058782,0.063772
alpha_loc_5753_pop_0,-0.000046,-0.000223,-0.061283,0.062099
alpha_loc_5754_pop_0,-0.000707,-0.000335,-0.064497,0.059517
alpha_loc_5755_pop_0,0.002494,0.002005,-0.057315,0.064344
alpha_loc_5756_pop_0,-0.000771,-0.000796,-0.062458,0.059488
alpha_loc_5757_pop_0,0.001239,0.001242,-0.059514,0.062614
alpha_loc_5758_pop_0,0.000126,-0.000180,-0.061059,0.060760
alpha_loc_5759_pop_0,-0.000675,-0.000483,-0.061776,0.059453
alpha_loc_5760_pop_0,0.000131,0.000331,-0.061465,0.060783
alpha_loc_5761_pop_0,0.000485,0.000315,-0.060664,0.062275
alpha_loc_5762_pop_0,-0.000503,-0.000191,-0.062556,0.059193
alpha_loc_5763_pop_0,-0.001195,-0.001344,-0.063523,0.059127
alpha_loc_5764_pop_0,0.000210,-0.000055,-0.059877,0.061194
alpha_loc_5765_pop_0,0.000343,0.000513,-0.060597,0.061059
alpha_loc_5766_pop_0,-0.002522,-0.001949,-0.066215,0.057357
alpha_loc_5767_pop_0,0.000478,0.000379,-0.059333,0.062541
alpha_loc_5768_pop_0,-0.000662,-0.000482,-0.062956,0.061938
alpha_loc_5769_pop_0,0.000352,0.000165,-0.061655,0.061686
alpha_loc_5770_pop_0,-0.000650,-0.000707,-0.061077,0.059673
alpha_loc_5771_pop_0,-0.000028,-0.000262,-0.062014,0.061021
alpha_loc_5772_pop_0,-0.002196,-0.001736,-0.065976,0.059808
alpha_loc_5773_pop_0,0.000841,0.000726,-0.061774,0.062447
alpha_loc_5774_pop_0,0.002360,0.002210,-0.057717,0.065317
alpha_loc_5775_pop_0,-0.000854,-0.000775,-0.064537,0.060595
alpha_loc_5776_pop_0,0.000082,0.000153,-0.062066,0.061241
alpha_loc_5777_pop_0,0.000840,0.001142,-0.060206,0.062055
alpha_loc_5778_pop_0,-0.000659,-0.000696,-0.064132,0.060811
alpha_loc_5779_pop_0,0.000289,0.000042,-0.060240,0.062443
alpha_loc_5780_pop_0,-0.001053,-0.000440,-0.063061,0.060404
alpha_loc_5781_pop_0,0.000241,0.000431,-0.061637,0.062848
alpha_loc_5782_pop_0,-0.000086,-0.000038,-0.061124,0.060903
alpha_loc_5783_pop_0,-0.001483,-0.001256,-0.063568,0.058476
alpha_loc_5784_pop_0,0.000106,0.000115,-0.060456,0.061825
alpha_loc_5785_pop_0,-0.000180,0.000097,-0.061932,0.061426
alpha_loc_5786_pop_0,-0.000482,-0.000413,-0.063448,0.060853
alpha_loc_5787_pop_0,0.001040,0.000990,-0.059183,0.063921
alpha_loc_5788_pop_0,-0.000418,0.000033,-0.063777,0.061941
alpha_loc_5789_pop_0,-0.000094,0.000009,-0.061644,0.061574
alpha_loc_5790_pop_0,0.000510,0.000423,-0.059361,0.061462
alpha_loc_5791_pop_0,0.000205,-0.000028,-0.061724,0.063605
alpha_loc_5792_pop_0,0.000204,0.000012,-0.060181,0.063547
alpha_loc_5793_pop_0,-0.000996,-0.001052,-0.063616,0.059271
alpha_loc_5794_pop_0,-0.000022,-0.000165,-0.064319,0.063394
alpha_loc_5795_pop_0,0.000870,0.000637,-0.060848,0.062747
alpha_loc_5796_pop_0,0.000187,0.000297,-0.062365,0.063333
alpha_loc_5797_pop_0,0.000901,0.000750,-0.060388,0.062126
alpha_loc_5798_pop_0,0.001485,0.001389,-0.059341,0.064788
alpha_loc_5799_pop_0,-0.000196,-0.000294,-0.060170,0.060989
alpha_loc_5800_pop_0,-0.000883,-0.000460,-0.064415,0.060824
alpha_loc_5801_pop_0,-0.002684,-0.002164,-0.065432,0.056435
alpha_loc_5802_pop_0,-0.001369,-0.000921,-0.063814,0.060495
alpha_loc_5803_pop_0,0.000785,0.000763,-0.062192,0.063269
alpha_loc_5804_pop_0,0.001452,0.000950,-0.059649,0.063719
alpha_loc_5805_pop_0,0.000076,-0.000039,-0.059840,0.061889
alpha_loc_5806_pop_0,0.000015,0.000218,-0.062595,0.060245
alpha_loc_5807_pop_0,0.000299,0.000190,-0.061478,0.063126
alpha_loc_5808_pop_0,0.000043,-0.000309,-0.062692,0.062956
alpha_loc_5809_pop_0,-0.001237,-0.001180,-0.063614,0.060832
alpha_loc_5810_pop_0,0.001016,0.000981,-0.060505,0.064557
alpha_loc_5811_pop_0,-0.002583,-0.002234,-0.066325,0.057929
alpha_loc_5812_pop_0,-0.000145,-0.000243,-0.059353,0.060831
alpha_loc_5813_pop_0,0.000390,0.000250,-0.061426,0.063470
alpha_loc_5814_pop_0,-0.003303,-0.002532,-0.067532,0.056668
alpha_loc_5815_pop_0,0.000022,0.000212,-0.061512,0.061279
alpha_loc_5816_pop_0,0.002547,0.002087,-0.056899,0.066071
alpha_loc_5817_pop_0,-0.000320,0.000230,-0.064043,0.060924
alpha_loc_5818_pop_0,-0.000441,-0.000040,-0.062547,0.059181
alpha_loc_5819_pop_0,0.000833,0.000868,-0.061587,0.061711
alpha_loc_5820_pop_0,-0.000587,-0.000718,-0.061371,0.059983
alpha_loc_5821_pop_0,-0.000489,-0.000586,-0.061898,0.061892
alpha_loc_5822_pop_0,-0.000260,-0.000514,-0.062933,0.061683
alpha_loc_5823_pop_0,0.003835,0.003081,-0.055928,0.066651
alpha_loc_5824_pop_0,0.002143,0.001294,-0.057734,0.066898
alpha_loc_5825_pop_0,-0.001562,-0.001524,-0.063031,0.058580
alpha_loc_5826_pop_0,-0.000679,-0.000806,-0.061863,0.061730
alpha_loc_5827_pop_0,-0.002048,-0.001368,-0.065725,0.058070
alpha_loc_5828_pop_0,0.000278,-0.000016,-0.062150,0.063443
alpha_loc_5829_pop_0,-0.002061,-0.001760,-0.064334,0.057445
alpha_loc_5830_pop_0,-0.000169,-0.000303,-0.061900,0.061532
alpha_loc_5831_pop_0,0.000583,0.000263,-0.060730,0.061099
alpha_loc_5832_pop_0,-0.000211,-0.000281,-0.062584,0.061227
alpha_loc_5833_pop_0,-0.000888,-0.000427,-0.063982,0.058358
alpha_loc_5834_pop_0,0.000350,0.000425,-0.059114,0.061210
alpha_loc_5835_pop_0,-0.001523,-0.001392,-0.063354,0.059610
alpha_loc_5836_pop_0,0.000441,0.000426,-0.061516,0.063243
alpha_loc_5837_pop_0,-0.000211,0.000092,-0.061981,0.059197
alpha_loc_5838_pop_0,-0.000726,-0.000753,-0.062821,0.061025
alpha_loc_5839_pop_0,0.000313,0.000046,-0.061421,0.062752
alpha_loc_5840_pop_0,-0.002577,-0.002342,-0.066184,0.057976
alpha_loc_5841_pop_0,0.001097,0.000906,-0.060499,0.063926
alpha_loc_5842_pop_0,0.000360,-0.000144,-0.061164,0.061476
alpha_loc_5843_pop_0,-0.000426,-0.000344,-0.062187,0.061439
alpha_loc_5844_pop_0,0.001428,0.001440,-0.059193,0.062670
alpha_loc_5845_pop_0,-0.001794,-0.001548,-0.065498,0.060633
alpha_loc_5846_pop_0,0.001014,0.000915,-0.060896,0.064455
alpha_loc_5847_pop_0,-0.001408,-0.000976,-0.065576,0.059492
alpha_loc_5848_pop_0,0.002307,0.001827,-0.057335,0.064800
alpha_loc_5849_pop_0,-0.002305,-0.001756,-0.065618,0.057656
alpha_loc_5850_pop_0,0.001231,0.000512,-0.057916,0.063313
alpha_loc_5851_pop_0,0.000435,0.000511,-0.061342,0.062884
alpha_loc_5852_pop_0,0.000598,0.000644,-0.060401,0.061145
alpha_loc_5853_pop_0,-0.000820,-0.001008,-0.062808,0.060111
alpha_loc_5854_pop_0,-0.001477,-0.001247,-0.064107,0.059915
alpha_loc_5855_pop_0,-0.001881,-0.001684,-0.064731,0.058439
alpha_loc_5856_pop_0,0.000493,0.000262,-0.059482,0.062833
alpha_loc_5857_pop_0,0.000056,-0.000229,-0.059034,0.061925
alpha_loc_5858_pop_0,0.003034,0.002454,-0.058168,0.067499
alpha_loc_5859_pop_0,-0.001117,-0.001236,-0.064204,0.060229
alpha_loc_5860_pop_0,0.001944,0.001718,-0.058861,0.065523
alpha_loc_5861_pop_0,-0.000007,0.000398,-0.061654,0.059835
alpha_loc_5862_pop_0,-0.000886,-0.000670,-0.064249,0.060066
alpha_loc_5863_pop_0,-0.000914,-0.000906,-0.063321,0.060851
alpha_loc_5864_pop_0,0.000400,0.000290,-0.060921,0.062626
alpha_loc_5865_pop_0,-0.000141,-0.000438,-0.061422,0.062482
alpha_loc_5866_pop_0,-0.000041,0.000139,-0.062053,0.060773
alpha_loc_5867_pop_0,0.001286,0.000860,-0.059061,0.065269
alpha_loc_5868_pop_0,0.000662,0.000666,-0.061687,0.063399
alpha_loc_5869_pop_0,0.000910,0.000539,-0.061100,0.062496
alpha_loc_5870_pop_0,0.000828,0.000696,-0.060209,0.061864
alpha_loc_5871_pop_0,0.000071,0.000326,-0.061027,0.059626
alpha_loc_5872_pop_0,-0.000203,-0.000489,-0.061302,0.060315
alpha_loc_5873_pop_0,-0.000545,-0.000530,-0.062690,0.061173
alpha_loc_5874_pop_0,-0.000376,0.000216,-0.062228,0.060599
alpha_loc_5875_pop_0,0.001798,0.001332,-0.057739,0.063166
alpha_loc_5876_pop_0,0.001391,0.001097,-0.059089,0.064173
alpha_loc_5877_pop_0,0.000020,0.000284,-0.061347,0.063080
alpha_loc_5878_pop_0,-0.000173,-0.000131,-0.062677,0.062114
alpha_loc_5879_pop_0,-0.000807,-0.000655,-0.061444,0.059590
alpha_loc_5880_pop_0,0.002722,0.002733,-0.059037,0.065642
alpha_loc_5881_pop_0,-0.000563,-0.000387,-0.063280,0.061346
alpha_loc_5882_pop_0,-0.000148,0.000046,-0.061304,0.059471
alpha_loc_5883_pop_0,-0.000546,-0.000789,-0.061501,0.062504
alpha_loc_5884_pop_0,0.000145,0.000049,-0.063642,0.063595
alpha_loc_5885_pop_0,0.001457,0.001078,-0.060061,0.064774
alpha_loc_5886_pop_0,0.000049,0.000121,-0.061143,0.061080
alpha_loc_5887_pop_0,-0.000557,-0.000372,-0.062220,0.060093
alpha_loc_5888_pop_0,-0.002359,-0.002352,-0.065511,0.058210
alpha_loc_5889_pop_0,-0.000980,-0.000895,-0.062438,0.059657
alpha_loc_5890_pop_0,-0.000187,-0.000512,-0.060181,0.059952
alpha_loc_5891_pop_0,-0.000077,0.000070,-0.062612,0.062315
alpha_loc_5892_pop_0,-0.000232,0.000075,-0.063167,0.060482
alpha_loc_5893_pop_0,0.000772,0.000544,-0.059751,0.063337
alpha_loc_5894_pop_0,0.001758,0.001277,-0.060219,0.065408
alpha_loc_5895_pop_0,0.000854,0.000818,-0.060747,0.063757
alpha_loc_5896_pop_0,0.000030,-0.000072,-0.060508,0.062275
alpha_loc_5897_pop_0,-0.001185,-0.000730,-0.062441,0.058244
alpha_loc_5898_pop_0,0.000437,0.000575,-0.061397,0.061431
alpha_loc_5899_pop_0,-0.000624,-0.000781,-0.062704,0.060826
alpha_loc_5900_pop_0,0.000205,0.000085,-0.060216,0.059369
alpha_loc_5901_pop_0,0.000305,-0.000039,-0.060586,0.062596
alpha_loc_5902_pop_0,-0.000782,-0.000272,-0.063462,0.059914
alpha_loc_5903_pop_0,-0.000104,-0.000217,-0.061253,0.062773
alpha_loc_5904_pop_0,0.000967,0.000687,-0.059106,0.063043
alpha_loc_5905_pop_0,0.001406,0.001105,-0.058881,0.064352
alpha_loc_5906_pop_0,0.000707,0.000252,-0.060394,0.063489
alpha_loc_5907_pop_0,-0.000363,-0.000381,-0.061333,0.060400
alpha_loc_5908_pop_0,0.000233,0.000193,-0.062195,0.062089
alpha_loc_5909_pop_0,0.001029,0.000836,-0.059433,0.065762
alpha_loc_5910_pop_0,-0.000160,-0.000210,-0.062564,0.062289
alpha_loc_5911_pop_0,-0.000359,-0.000352,-0.059887,0.060263
alpha_loc_5912_pop_0,0.000480,0.000552,-0.059912,0.061458
alpha_loc_5913_pop_0,0.000090,-0.000062,-0.061783,0.061162
alpha_loc_5914_pop_0,-0.000856,-0.000819,-0.062261,0.059824
alpha_loc_5915_pop_0,-0.000746,-0.000527,-0.063071,0.061175
alpha_loc_5916_pop_0,0.003981,0.003596,-0.054690,0.065732
alpha_loc_5917_pop_0,0.000599,0.000540,-0.061279,0.064467
alpha_loc_5918_pop_0,0.001798,0.001691,-0.059496,0.065583
alpha_loc_5919_pop_0,0.000783,0.000386,-0.059871,0.063557
alpha_loc_5920_pop_0,-0.000424,-0.000991,-0.062696,0.062222
alpha_loc_5921_pop_0,0.000308,0.000225,-0.061291,0.063209
alpha_loc_5922_pop_0,0.003923,0.003711,-0.055497,0.065916
alpha_loc_5923_pop_0,0.002493,0.001942,-0.056449,0.064206
alpha_loc_5924_pop_0,-0.000349,-0.000578,-0.062872,0.062127
alpha_loc_5925_pop_0,-0.000249,-0.000413,-0.061304,0.063488
alpha_loc_5926_pop_0,0.000816,0.000455,-0.059607,0.063475
alpha_loc_5927_pop_0,-0.000189,-0.000592,-0.061651,0.061804
alpha_loc_5928_pop_0,0.001807,0.001667,-0.059762,0.064632
alpha_loc_5929_pop_0,0.001141,0.000990,-0.059760,0.064374
alpha_loc_5930_pop_0,-0.000450,-0.000470,-0.063632,0.059702
alpha_loc_5931_pop_0,0.001966,0.001397,-0.058385,0.065925
alpha_loc_5932_pop_0,0.000194,0.000550,-0.061585,0.061180
alpha_loc_5933_pop_0,-0.000144,-0.000293,-0.060310,0.062868
alpha_loc_5934_pop_0,0.001012,0.000831,-0.060648,0.063189
alpha_loc_5935_pop_0,-0.000484,-0.000394,-0.063385,0.060868
alpha_loc_5936_pop_0,-0.001519,-0.001652,-0.062872,0.060366
alpha_loc_5937_pop_0,-0.000050,-0.000035,-0.062640,0.060612
alpha_loc_5938_pop_0,-0.000943,-0.000850,-0.063618,0.059990
alpha_loc_5939_pop_0,-0.000179,-0.000069,-0.062635,0.061830
